Food_Name,PC1,PC2,cluster
"Ranch dip, regular",-1.1488714342761552,0.10120015406881074,6
"Ranch dip, light",-1.3355701691914537,-0.13780498015702844,6
"Spinach dip, regular",-1.157903809478984,0.24575333374087993,6
"Spinach dip, light",-1.2987403388905683,0.04963936874735343,6
"Vegetable dip, regular",-1.2337996597211027,0.07226944610845504,6
"Vegetable dip, light",-1.406656834928354,-0.1728907542141965,6
"Ice cream, NFS",-0.9769818679865757,0.3166664559830243,6
"Ice cream, vanilla",-1.0302015319087365,0.3091404227183446,6
"Ice cream, vanilla, with additional ingredients",-0.902392770319451,0.3310734184714908,6
"Ice cream, chocolate",-0.6969324395217183,0.45118474420814914,6
"Ice cream, chocolate, with additional ingredients",-0.6243637425345115,0.4520218773576075,6
"Ice cream, soft serve, vanilla",-0.9344553286308981,0.3549377037856447,6
"Ice cream, soft serve, chocolate",-1.1754556833907455,0.28528260549108575,6
"Gelato, vanilla",-1.0207460312452459,0.5173908108552033,6
"Gelato, chocolate",-0.5638330682596426,1.096269893749528,6
"Ice cream bar, vanilla",-1.4756546648208606,0.016662218766884607,6
"Ice cream bar, vanilla, chocolate coated",-0.7912912686444369,0.19986804824443677,6
Ice cream candy bar,-0.4905440782221779,0.4157711208055454,6
"Ice cream bar, chocolate",-0.5923651202930446,0.3803868438684393,6
"Ice cream sandwich, vanilla",-0.5681518033026081,0.24774595598056823,6
"Ice cream sandwich, chocolate",-0.32131038621657915,0.35314547804588237,6
Ice cream cookie sandwich,-0.5655556324762,-0.2785151484569924,6
"Ice cream cone, scooped, vanilla",-0.9170064542493406,0.18490319547571077,6
"Ice cream cone, scooped, vanilla, waffle cone",-0.8584375402159943,0.14737091184114748,6
"Ice cream cone, NFS",-0.8720681587381133,0.1994288064389233,6
"Ice cream cone, scooped, chocolate",-0.5919572783268773,0.326027648451912,6
"Ice cream cone, scooped, chocolate, waffle cone",-0.5490245708833359,0.2833398683914837,6
"Ice cream cone, soft serve, vanilla",-0.8239194782968133,0.23025554923579833,6
"Ice cream cone, soft serve, chocolate",-1.0548315389926932,0.16483407218191568,6
"Ice cream cone, soft serve, vanilla, waffle cone",-0.7687103293848225,0.18946503280149873,6
"Ice cream cone, soft serve, chocolate, waffle cone",-0.9948311991672633,0.12576854770967602,6
"Ice cream cone, vanilla, prepackaged",-0.6977420996545017,-0.1478436931968513,6
"Ice cream cone, chocolate, prepackaged",-0.5972562222259703,-0.04779915002371685,6
"Ice cream soda, flavors other than chocolate",-1.9898813773714983,-0.34215983843439496,6
"Ice cream soda, chocolate",-1.9024442120082563,-0.30566445525362607,6
"Ice cream sundae, NFS",-0.9624591483046449,0.38563529134971275,6
"Ice cream sundae, fruit topping",-1.2597130883502208,0.14468328970362054,6
Banana split,-1.2536164622899795,0.07611845566365058,6
"Ice cream sundae, hot fudge topping",-0.9624591483046449,0.38563529134971275,6
"Ice cream sundae, caramel topping",-1.2446816568751853,0.1725834823212913,6
"Ice cream, fried",-0.6551062550091947,-0.031085835999924233,6
"Light ice cream, NFS",-1.1228343319037841,0.2790630503901745,6
"Light ice cream, vanilla",-1.1228343319037841,0.2790630503901745,6
"Light ice cream, chocolate",-1.1898713499330251,0.19491616115418955,6
"Soft serve, blended with candy or cookies, from fast food",-1.084757851928391,0.015213442489819746,6
"Light ice cream sandwich, vanilla",-0.6443938204569347,0.21906060702689473,6
"Light ice cream sandwich, chocolate",-0.6953465801330295,0.15850791457492525,6
"Light ice cream bar, vanilla",-1.4373393176372762,0.04901158047678823,6
"Light ice cream bar, vanilla, chocolate coated",-1.3351293990151165,0.14602938442235372,6
"Light ice cream bar, chocolate",-1.3772441600428214,0.07887402243928793,6
Creamsicle,-1.2590414409305606,0.10961786625725821,6
Fudgesicle,-1.1702166167722294,-0.033287971192482495,6
"Light ice cream cone, vanilla, prepackaged",-0.6028875539421789,-0.023259050445134957,6
"Light ice cream cone, chocolate, prepackaged",-0.6545485395799595,-0.09732980800660172,6
"Sherbet, all flavors",-1.8018236761905007,-0.36501847171679686,6
"Fudgesicle, light",-0.6776514042967549,0.21062948442551155,6
"Pudding, chocolate, NFS",-1.4974662092029627,-0.10748717096571586,6
"Pudding, bread",-0.5639057558469772,0.1454538878727938,6
"Pudding, flavors other than chocolate, NFS",-1.9217067919930155,-0.4459780173495254,6
Custard,-0.9312529637977359,0.34904399770193895,6
Flan,-0.9485339260758421,0.22108423996691035,6
Creme brulee,-1.16836427712928,0.186910673836954,6
"Pudding, rice",-1.5131604263497538,-0.27937889724811704,6
"Firni, Indian pudding",-1.1355501956796812,-0.2982000586293441,6
"Pudding, tapioca, made from dry mix",-1.7923714626176193,-0.4021431404306829,6
"Pudding, flavors other than chocolate, made from dry mix",-1.1939457192587204,0.17072012067444095,6
